target_transcript_id,partner_transcript_id,or_threshold_target,or_threshold_partner,and_threshold
ENST00000264036.5,ENST00000369750.3,7.9453,0.2154,0.09065656565656567
ENST00000421350.1,ENST00000369750.3,3.1261,0.2154,-0.15008417508417507
ENST00000252229.6,ENST00000369750.3,1.2636,0.2154,-0.1596439169139466
ENST00000569591.2,ENST00000369750.3,6.4978,0.2154,0.024410774410774414
ENST00000382862.7,ENST00000369750.3,3.1228,0.2154,-0.2071127946127946
ENST00000296474.7,ENST00000369750.3,1.6604,0.2154,-0.18202861952861954
ENST00000478191.1,ENST00000369750.3,-3.458,0.2154,0.09065656565656567
ENST00000306151.8,ENST00000369750.3,-9.9658,0.2154,0.09065656565656567
ENST00000316851.11,ENST00000369750.3,6.139,0.2154,0.09065656565656567
ENST00000263388.6,ENST00000369750.3,6.1645,0.2154,0.09065656565656567
ENST00000333039.2,ENST00000231423.7,7.2566,-3.0469,0.7833540238570734
ENST00000333039.2,ENST00000344956.8,7.2566,2.8482,0.3348191371531999
ENST00000333039.2,ENST00000311161.11,7.2566,1.9111,0.5698494089706915
ENST00000333039.2,ENST00000338663.11,7.2566,7.5872,0.663582879041399
ENST00000333039.2,ENST00000305366.7,7.2566,8.9156,0.47665715509932455
ENST00000333039.2,ENST00000377507.7,7.2566,-1.3183,-3.5774762550881958
ENST00000328963.9,ENST00000369750.3,4.4647,0.2154,0.09065656565656567
ENST00000261799.8,ENST00000369750.3,7.4625,0.2154,0.09065656565656567
ENST00000221264.8,ENST00000369750.3,1.4065,0.2154,-0.27127127127127126
ENST00000231423.7,ENST00000344956.8,-3.0469,2.8482,0.7694302617716183
ENST00000231423.7,ENST00000311161.11,-3.0469,1.9111,0.6227515641293013
ENST00000231423.7,ENST00000338663.11,-3.0469,7.5872,0.8840932660599634
ENST00000231423.7,ENST00000305366.7,-3.0469,8.9156,0.8127922983654083
ENST00000231423.7,ENST00000377507.7,-3.0469,-1.3183,-3.5774762550881958
ENST00000379440.8,ENST00000369750.3,6.4281,0.2154,0.09065656565656567
ENST00000447510.6,ENST00000369750.3,2.7029,0.2154,0.024410774410774414
ENST00000292513.3,ENST00000369750.3,4.7819,0.2154,0.024410774410774414
ENST00000245457.5,ENST00000369750.3,3.3321,0.2154,0.024410774410774414
ENST00000348564.10,ENST00000369750.3,6.5905,0.2154,0.024410774410774414
ENST00000344956.8,ENST00000311161.11,2.8482,1.9111,0.24696949947862357
ENST00000344956.8,ENST00000338663.11,2.8482,7.5872,0.7301780263122348
ENST00000344956.8,ENST00000305366.7,2.8482,8.9156,0.7028932652565038
ENST00000344956.8,ENST00000377507.7,2.8482,-1.3183,-3.5774762550881958
ENST00000460933.5,ENST00000369750.3,4.783,0.2154,0.09065656565656567
ENST00000368055.1,ENST00000369750.3,-1.685,0.2154,0.09065656565656567
ENST00000359331.8,ENST00000369750.3,1.8078,0.2154,-0.2332912457912458
ENST00000311161.11,ENST00000338663.11,1.9111,7.5872,0.5533156993206633
ENST00000311161.11,ENST00000305366.7,1.9111,8.9156,0.4346976016684046
ENST00000311161.11,ENST00000377507.7,1.9111,-1.3183,-3.5774762550881958
ENST00000400906.1,ENST00000369750.3,-3.816,0.2154,0.09065656565656567
ENST00000269187.9,ENST00000369750.3,4.839,0.2154,0.09065656565656567
ENST00000338663.11,ENST00000305366.7,7.5872,8.9156,0.7481197181172567
ENST00000338663.11,ENST00000377507.7,7.5872,-1.3183,-3.5774762550881958
ENST00000280612.9,ENST00000369750.3,3.3675,0.2154,0.09065656565656567
ENST00000336904.7,ENST00000369750.3,5.8748,0.2154,0.09065656565656567
ENST00000256637.7,ENST00000369750.3,5.9821,0.2154,0.09065656565656567
ENST00000287908.7,ENST00000369750.3,3.0602,0.2154,-0.19180256227430595
ENST00000360110.8,ENST00000369750.3,5.5717,0.2154,0.06936026936026937
ENST00000284240.9,ENST00000369750.3,8.0469,0.2154,0.09065656565656567
ENST00000383671.7,ENST00000369750.3,2.0147,0.2154,-0.18202861952861954
ENST00000305366.7,ENST00000377507.7,8.9156,-1.3183,-3.5774762550881958
ENST00000272771.9,ENST00000369750.3,4.5748,0.2154,0.09065656565656567
ENST00000276431.8,ENST00000369750.3,5.2064,0.2154,0.024410774410774414
ENST00000326577.8,ENST00000369750.3,7.2524,0.2154,0.024410774410774414
ENST00000328596.10,ENST00000369750.3,-0.7108,0.2154,-0.6823012092341517
ENST00000379236.3,ENST00000369750.3,4.1036,0.2154,-0.11566836629872433
ENST00000293825.10,ENST00000369750.3,5.8543,0.2154,0.09065656565656567
ENST00000369750.3,ENST00000367351.3,0.2154,3.0038,-0.12719048849831996
ENST00000369750.3,ENST00000302273.2,0.2154,-9.9658,0.09065656565656567
ENST00000369750.3,ENST00000328189.7,0.2154,2.1862,0.024410774410774414
ENST00000272928.3,ENST00000085219.9,6.1169,4.6189,0.4453979107825782
ENST00000272928.3,ENST00000263735.8,6.1169,7.1896,0.6999554048027676
ENST00000272928.3,ENST00000261170.4,6.1169,-2.9324,0.8266192786389006
ENST00000272928.3,ENST00000283249.6,6.1169,5.2799,0.6092649900674334
ENST00000272928.3,ENST00000334409.9,6.1169,2.8055,0.6361031905836565
ENST00000272928.3,ENST00000317338.16,6.1169,4.0575,0.35226151704752773
ENST00000272928.3,ENST00000357585.3,6.1169,4.5442,0.37439176489187903
ENST00000241416.11,ENST00000085219.9,1.0222,4.6189,0.28001481070073125
ENST00000241416.11,ENST00000263735.8,1.0222,7.1896,0.3778580024067389
ENST00000241416.11,ENST00000261170.4,1.0222,-2.9324,0.47310932148477275
ENST00000241416.11,ENST00000283249.6,1.0222,5.2799,0.33476811996667594
ENST00000241416.11,ENST00000334409.9,1.0222,2.8055,0.2485420716467648
ENST00000241416.11,ENST00000317338.16,1.0222,4.0575,0.4564472831620846
ENST00000241416.11,ENST00000357585.3,1.0222,4.5442,0.46649078959548274
ENST00000352511.4,ENST00000226279.7,2.685,3.1327,0.2825863222353728
ENST00000352511.4,ENST00000296129.5,2.685,2.8542,0.30666773222515253
ENST00000352511.4,ENST00000027335.7,2.685,-2.1779,-0.31662337985112643
ENST00000352511.4,ENST00000328796.4,2.685,-0.5973,-0.7243512005821005
ENST00000352511.4,ENST00000072516.7,2.685,3.5362,0.310104158341991
ENST00000352511.4,ENST00000345732.8,2.685,-1.8836,0.7152561336210342
ENST00000352511.4,ENST00000397910.8,2.685,-0.8084,-0.588569348380051
ENST00000352511.4,ENST00000368012.3,2.685,2.9262,0.23663390074322707
ENST00000352511.4,ENST00000257770.7,2.685,3.7582,0.33178827352886336
ENST00000352511.4,ENST00000371079.5,2.685,0.537,0.06065691680652123
ENST00000352511.4,ENST00000254351.8,2.685,8.1131,0.33820826340605775
ENST00000466936.5,ENST00000085219.9,1.1577,4.6189,0.24769959044731665
ENST00000466936.5,ENST00000263735.8,1.1577,7.1896,0.5829482685362226
ENST00000466936.5,ENST00000261170.4,1.1577,-2.9324,0.6157651188766555
ENST00000466936.5,ENST00000283249.6,1.1577,5.2799,0.3454441933704606
ENST00000466936.5,ENST00000334409.9,1.1577,2.8055,0.35332191128878737
ENST00000466936.5,ENST00000317338.16,1.1577,4.0575,-0.2300409552683368
ENST00000466936.5,ENST00000357585.3,1.1577,4.5442,0.005269907073971928
ENST00000337539.11,ENST00000085219.9,1.334,4.6189,0.30920302403176075
ENST00000337539.11,ENST00000263735.8,1.334,7.1896,0.4779321704607847
ENST00000337539.11,ENST00000261170.4,1.334,-2.9324,0.5634159733074292
ENST00000337539.11,ENST00000283249.6,1.334,5.2799,0.2896820454424141
ENST00000337539.11,ENST00000334409.9,1.334,2.8055,0.32368965662879584
ENST00000337539.11,ENST00000317338.16,1.334,4.0575,0.2752460193436668
ENST00000337539.11,ENST00000357585.3,1.334,4.5442,0.23930396587405497
ENST00000306107.9,ENST00000085219.9,5.7228,4.6189,0.6627612030438459
ENST00000306107.9,ENST00000263735.8,5.7228,7.1896,0.8320851922668366
ENST00000306107.9,ENST00000261170.4,5.7228,-2.9324,0.9187939504864657
ENST00000306107.9,ENST00000283249.6,5.7228,5.2799,0.7618454530896926
ENST00000306107.9,ENST00000334409.9,5.7228,2.8055,0.570706097678451
ENST00000306107.9,ENST00000317338.16,5.7228,4.0575,0.579215232957647
ENST00000306107.9,ENST00000357585.3,5.7228,4.5442,0.5153617791206282
ENST00000389048.7,ENST00000226279.7,-0.7834,3.1327,-0.5774305299624087
ENST00000389048.7,ENST00000296129.5,-0.7834,2.8542,-0.779056813962124
ENST00000389048.7,ENST00000027335.7,-0.7834,-2.1779,-0.9199528267118744
ENST00000389048.7,ENST00000328796.4,-0.7834,-0.5973,-1.7347804996361873
ENST00000389048.7,ENST00000072516.7,-0.7834,3.5362,-0.5774305299624087
ENST00000389048.7,ENST00000345732.8,-0.7834,-1.8836,-0.5774305299624087
ENST00000389048.7,ENST00000397910.8,-0.7834,-0.8084,-4.795754404068696
ENST00000389048.7,ENST00000368012.3,-0.7834,2.9262,-0.9971868778672207
ENST00000389048.7,ENST00000257770.7,-0.7834,3.7582,-0.5774305299624087
ENST00000389048.7,ENST00000371079.5,-0.7834,0.537,-1.7061251566300584
ENST00000389048.7,ENST00000254351.8,-0.7834,8.1131,-0.5958575956364709
ENST00000392027.2,ENST00000226279.7,4.2495,3.1327,0.5815622909483867
ENST00000392027.2,ENST00000296129.5,4.2495,2.8542,0.5381358504309821
ENST00000392027.2,ENST00000027335.7,4.2495,-2.1779,-0.3512072672142759
ENST00000392027.2,ENST00000328796.4,4.2495,-0.5973,-1.5123527983489133
ENST00000392027.2,ENST00000072516.7,4.2495,3.5362,0.42145274080757955
ENST00000392027.2,ENST00000345732.8,4.2495,-1.8836,0.6448798106106592
ENST00000392027.2,ENST00000397910.8,4.2495,-0.8084,-0.588569348380051
ENST00000392027.2,ENST00000368012.3,4.2495,2.9262,0.46984642466917564
ENST00000392027.2,ENST00000257770.7,4.2495,3.7582,0.46042248391404633
ENST00000392027.2,ENST00000371079.5,4.2495,0.537,0.22705573137370594
ENST00000392027.2,ENST00000254351.8,4.2495,8.1131,0.5975172999878596
ENST00000257863.8,ENST00000226279.7,-1.8836,3.1327,0.8060258323470384
ENST00000257863.8,ENST00000296129.5,-1.8836,2.8542,0.8152760718672342
ENST00000257863.8,ENST00000027335.7,-1.8836,-2.1779,-0.2706440829615638
ENST00000257863.8,ENST00000328796.4,-1.8836,-0.5973,-0.7243512005821005
ENST00000257863.8,ENST00000072516.7,-1.8836,3.5362,0.79769907511843
ENST00000257863.8,ENST00000345732.8,-1.8836,-1.8836,10.595152030618754
ENST00000257863.8,ENST00000397910.8,-1.8836,-0.8084,-0.588569348380051
ENST00000257863.8,ENST00000368012.3,-1.8836,2.9262,0.6332121526876137
ENST00000257863.8,ENST00000257770.7,-1.8836,3.7582,0.8490612927275601
ENST00000257863.8,ENST00000371079.5,-1.8836,0.537,0.28804376977954194
ENST00000257863.8,ENST00000254351.8,-1.8836,8.1131,0.91323630387555
ENST00000300060.6,ENST00000226279.7,8.0101,3.1327,0.6367246304659626
ENST00000300060.6,ENST00000296129.5,8.0101,2.8542,0.6802822131451913
ENST00000300060.6,ENST00000027335.7,8.0101,-2.1779,-0.2706440829615638
ENST00000300060.6,ENST00000328796.4,8.0101,-0.5973,-0.7243512005821005
ENST00000300060.6,ENST00000072516.7,8.0101,3.5362,0.7923302503947666
ENST00000300060.6,ENST00000345732.8,8.0101,-1.8836,0.9494802223723671
ENST00000300060.6,ENST00000397910.8,8.0101,-0.8084,-0.588569348380051
ENST00000300060.6,ENST00000368012.3,8.0101,2.9262,0.5762597347178267
ENST00000300060.6,ENST00000257770.7,8.0101,3.7582,0.8485868558389625
ENST00000300060.6,ENST00000371079.5,8.0101,0.537,0.28804376977954194
ENST00000300060.6,ENST00000254351.8,8.0101,8.1131,0.850894349418584
ENST00000303714.8,ENST00000226279.7,6.483,3.1327,0.6779190037564966
ENST00000303714.8,ENST00000296129.5,6.483,2.8542,0.6678731021506782
ENST00000303714.8,ENST00000027335.7,6.483,-2.1779,-0.2706440829615638
ENST00000303714.8,ENST00000328796.4,6.483,-0.5973,-0.7243512005821005
ENST00000303714.8,ENST00000072516.7,6.483,3.5362,0.629122490412813
ENST00000303714.8,ENST00000345732.8,6.483,-1.8836,0.8470745028353411
ENST00000303714.8,ENST00000397910.8,6.483,-0.8084,-0.588569348380051
ENST00000303714.8,ENST00000368012.3,6.483,2.9262,0.6151122376982778
ENST00000303714.8,ENST00000257770.7,6.483,3.7582,0.6580665567178003
ENST00000303714.8,ENST00000371079.5,6.483,0.537,0.28804376977954194
ENST00000303714.8,ENST00000254351.8,6.483,8.1131,0.6807933452650299
ENST00000263574.9,ENST00000085219.9,8.2855,4.6189,0.6315498550430358
ENST00000263574.9,ENST00000263735.8,8.2855,7.1896,0.8244768429997875
ENST00000263574.9,ENST00000261170.4,8.2855,-2.9324,0.934662199510418
ENST00000263574.9,ENST00000283249.6,8.2855,5.2799,0.7636780954753304
ENST00000263574.9,ENST00000334409.9,8.2855,2.8055,0.6055859236898643
ENST00000263574.9,ENST00000317338.16,8.2855,4.0575,0.8456211556968911
ENST00000263574.9,ENST00000357585.3,8.2855,4.5442,0.7967221177999894
ENST00000395748.7,ENST00000085219.9,6.963,4.6189,0.42076337721947094
ENST00000395748.7,ENST00000263735.8,6.963,7.1896,0.7745644784363713
ENST00000395748.7,ENST00000261170.4,6.963,-2.9324,0.8652914129489251
ENST00000395748.7,ENST00000283249.6,6.963,5.2799,0.7124518454082267
ENST00000395748.7,ENST00000334409.9,6.963,2.8055,0.5565527181746485
ENST00000395748.7,ENST00000317338.16,6.963,4.0575,-0.1683608798309929
ENST00000395748.7,ENST00000357585.3,6.963,4.5442,0.22302246737049203
ENST00000269299.7,ENST00000085219.9,8.4602,4.6189,0.13055622659741514
ENST00000269299.7,ENST00000263735.8,8.4602,7.1896,0.3779211812194604
ENST00000269299.7,ENST00000261170.4,8.4602,-2.9324,0.9352007428369296
ENST00000269299.7,ENST00000283249.6,8.4602,5.2799,0.03698708878669968
ENST00000269299.7,ENST00000334409.9,8.4602,2.8055,0.03314025468694729
ENST00000269299.7,ENST00000317338.16,8.4602,4.0575,0.2099840820657941
ENST00000269299.7,ENST00000357585.3,8.4602,4.5442,0.2146157587548638
ENST00000270233.10,ENST00000226279.7,8.7627,3.1327,0.7384511784511785
ENST00000270233.10,ENST00000296129.5,8.7627,2.8542,0.8152760718672342
ENST00000270233.10,ENST00000027335.7,8.7627,-2.1779,-0.2706440829615638
ENST00000270233.10,ENST00000328796.4,8.7627,-0.5973,-0.7510308028134852
ENST00000270233.10,ENST00000072516.7,8.7627,3.5362,0.6337920144371758
ENST00000270233.10,ENST00000345732.8,8.7627,-1.8836,0.9834680134680136
ENST00000270233.10,ENST00000397910.8,8.7627,-0.8084,-0.588569348380051
ENST00000270233.10,ENST00000368012.3,8.7627,2.9262,0.6248809832943825
ENST00000270233.10,ENST00000257770.7,8.7627,3.7582,0.7759076429523529
ENST00000270233.10,ENST00000371079.5,8.7627,0.537,0.28804376977954194
ENST00000270233.10,ENST00000254351.8,8.7627,8.1131,0.845867242990128
ENST00000378357.8,ENST00000085219.9,4.2158,4.6189,0.1489008334339896
ENST00000378357.8,ENST00000263735.8,4.2158,7.1896,0.26987731038878265
ENST00000378357.8,ENST00000261170.4,4.2158,-2.9324,0.7485839089440132
ENST00000378357.8,ENST00000283249.6,4.2158,5.2799,-0.03538895892892022
ENST00000378357.8,ENST00000334409.9,4.2158,2.8055,0.20326011683861
ENST00000378357.8,ENST00000317338.16,4.2158,4.0575,0.725155864262103
ENST00000378357.8,ENST00000357585.3,4.2158,4.5442,0.7166897957032691
ENST00000222374.2,ENST00000085219.9,7.1389,4.6189,0.697381930184805
ENST00000222374.2,ENST00000263735.8,7.1389,7.1896,0.5424250161092267
ENST00000222374.2,ENST00000261170.4,7.1389,-2.9324,0.8679408153092364
ENST00000222374.2,ENST00000283249.6,7.1389,5.2799,0.5424250161092267
ENST00000222374.2,ENST00000334409.9,7.1389,2.8055,0.46601257127572926
ENST00000222374.2,ENST00000317338.16,7.1389,4.0575,0.8047804889910154
ENST00000222374.2,ENST00000357585.3,7.1389,4.5442,0.7886240272629859
ENST00000359558.6,ENST00000085219.9,0.03,4.6189,-0.36035233051958265
ENST00000359558.6,ENST00000263735.8,0.03,7.1896,0.015729041052797148
ENST00000359558.6,ENST00000261170.4,0.03,-2.9324,0.015729041052797148
ENST00000359558.6,ENST00000283249.6,0.03,5.2799,0.015729041052797148
ENST00000359558.6,ENST00000334409.9,0.03,2.8055,-0.38902939816703386
ENST00000359558.6,ENST00000317338.16,0.03,4.0575,-2.084982635256705
ENST00000359558.6,ENST00000357585.3,0.03,4.5442,0.015729041052797148
ENST00000316448.9,ENST00000226279.7,9.7188,3.1327,0.782661440836133
ENST00000316448.9,ENST00000296129.5,9.7188,2.8542,0.7350317282568123
ENST00000316448.9,ENST00000027335.7,9.7188,-2.1779,-0.2706440829615638
ENST00000316448.9,ENST00000328796.4,9.7188,-0.5973,-0.7243512005821005
ENST00000316448.9,ENST00000072516.7,9.7188,3.5362,0.79769907511843
ENST00000316448.9,ENST00000345732.8,9.7188,-1.8836,0.9069428891377379
ENST00000316448.9,ENST00000397910.8,9.7188,-0.8084,-0.588569348380051
ENST00000316448.9,ENST00000368012.3,9.7188,2.9262,0.6332121526876137
ENST00000316448.9,ENST00000257770.7,9.7188,3.7582,0.8011431669791925
