target_transcript_id,partner_transcript_id,or_threshold_target,or_threshold_partner,and_threshold
ENST00000466936.5,ENST00000331581.10,1.1577,2.4279,0.023403010478166054
ENST00000466936.5,ENST00000355354.11,1.1577,5.9301,0.47966197346144385
ENST00000466936.5,ENST00000264012.8,1.1577,-0.1828,-0.7404393383330674
ENST00000466936.5,ENST00000221992.10,1.1577,3.8085,0.3847135790649434
ENST00000466936.5,ENST00000199764.6,1.1577,8.5331,0.6157651188766555
ENST00000466936.5,ENST00000295854.10,1.1577,-0.3022,-0.21189842228669079
ENST00000466936.5,ENST00000292174.4,1.1577,3.4384,0.541815497452017
ENST00000466936.5,ENST00000260795.6,1.1577,6.7372,0.21708835069679341
ENST00000466936.5,ENST00000264832.7,1.1577,9.228,0.6157651188766555
ENST00000466936.5,ENST00000261023.7,1.1577,5.2235,0.6157651188766555
ENST00000466936.5,ENST00000361699.8,1.1577,-9.9658,-5.235788588841022
ENST00000466936.5,ENST00000347624.3,1.1577,2.0289,0.17441692853230314
ENST00000466936.5,ENST00000333039.2,1.1577,7.2566,0.1530091218222054
ENST00000466936.5,ENST00000231423.7,1.1577,-3.0469,0.6157651188766555
ENST00000466936.5,ENST00000344956.8,1.1577,2.8482,0.3944133776373017
ENST00000466936.5,ENST00000311161.11,1.1577,1.9111,-0.1238232008935695
ENST00000466936.5,ENST00000338663.11,1.1577,7.5872,0.6157651188766555
ENST00000466936.5,ENST00000305366.7,1.1577,8.9156,0.6157651188766555
ENST00000466936.5,ENST00000377507.7,1.1577,-1.3183,-3.5774762550881958
ENST00000337539.11,ENST00000331581.10,1.334,2.4279,-0.11280989990285932
ENST00000337539.11,ENST00000355354.11,1.334,5.9301,0.4889555264602779
ENST00000337539.11,ENST00000264012.8,1.334,-0.1828,-0.7521645478734637
ENST00000337539.11,ENST00000221992.10,1.334,3.8085,0.25150990412636737
ENST00000337539.11,ENST00000199764.6,1.334,8.5331,0.5356789317382422
ENST00000337539.11,ENST00000295854.10,1.334,-0.3022,-0.3417319079601001
ENST00000337539.11,ENST00000292174.4,1.334,3.4384,0.4041052498205009
ENST00000337539.11,ENST00000260795.6,1.334,6.7372,0.32368965662879584
ENST00000337539.11,ENST00000264832.7,1.334,9.228,0.549827356983673
ENST00000337539.11,ENST00000261023.7,1.334,5.2235,0.4670668980504354
ENST00000337539.11,ENST00000361699.8,1.334,-9.9658,-5.235788588841022
ENST00000337539.11,ENST00000347624.3,1.334,2.0289,0.04747223043459898
ENST00000337539.11,ENST00000333039.2,1.334,7.2566,0.312835240951134
ENST00000337539.11,ENST00000231423.7,1.334,-3.0469,0.5634159733074292
ENST00000337539.11,ENST00000344956.8,1.334,2.8482,0.39460235671748956
ENST00000337539.11,ENST00000311161.11,1.334,1.9111,-0.14093456725755996
ENST00000337539.11,ENST00000338663.11,1.334,7.5872,0.5634159733074292
ENST00000337539.11,ENST00000305366.7,1.334,8.9156,0.5634159733074292
ENST00000337539.11,ENST00000377507.7,1.334,-1.3183,-3.676526458616011
ENST00000306107.9,ENST00000331581.10,5.7228,2.4279,0.5374883601451369
ENST00000306107.9,ENST00000355354.11,5.7228,5.9301,0.7631498979842853
ENST00000306107.9,ENST00000264012.8,5.7228,-0.1828,-0.14330511132016305
ENST00000306107.9,ENST00000221992.10,5.7228,3.8085,0.6198287100447202
ENST00000306107.9,ENST00000199764.6,5.7228,8.5331,0.8684681648728912
ENST00000306107.9,ENST00000295854.10,5.7228,-0.3022,-0.1200969677701387
ENST00000306107.9,ENST00000292174.4,5.7228,3.4384,0.7012906605705577
ENST00000306107.9,ENST00000260795.6,5.7228,6.7372,0.6696207815560479
ENST00000306107.9,ENST00000264832.7,5.7228,9.228,0.784765329839026
ENST00000306107.9,ENST00000261023.7,5.7228,5.2235,0.7023748104372841
ENST00000306107.9,ENST00000361699.8,5.7228,-9.9658,-5.235788588841022
ENST00000306107.9,ENST00000347624.3,5.7228,2.0289,0.4733761928099864
ENST00000306107.9,ENST00000333039.2,5.7228,7.2566,0.5941303021545773
ENST00000306107.9,ENST00000231423.7,5.7228,-3.0469,0.9187939504864657
ENST00000306107.9,ENST00000344956.8,5.7228,2.8482,0.7066274925344379
ENST00000306107.9,ENST00000311161.11,5.7228,1.9111,0.2579509906152242
ENST00000306107.9,ENST00000338663.11,5.7228,7.5872,0.8259476339738286
ENST00000306107.9,ENST00000305366.7,5.7228,8.9156,0.7359278168448768
ENST00000306107.9,ENST00000377507.7,5.7228,-1.3183,-3.5774762550881958
ENST00000263574.9,ENST00000331581.10,8.2855,2.4279,0.6336819068891221
ENST00000263574.9,ENST00000355354.11,8.2855,5.9301,0.8471356013139046
ENST00000263574.9,ENST00000264012.8,8.2855,-0.1828,-0.14330511132016305
ENST00000263574.9,ENST00000221992.10,8.2855,3.8085,0.6284757174210795
ENST00000263574.9,ENST00000199764.6,8.2855,8.5331,0.8440105136101618
ENST00000263574.9,ENST00000295854.10,8.2855,-0.3022,-0.1200969677701387
ENST00000263574.9,ENST00000292174.4,8.2855,3.4384,0.7506548554555412
ENST00000263574.9,ENST00000260795.6,8.2855,6.7372,0.7630263855516827
ENST00000263574.9,ENST00000264832.7,8.2855,9.228,0.8059720013085611
ENST00000263574.9,ENST00000261023.7,8.2855,5.2235,0.7343395715591052
ENST00000263574.9,ENST00000361699.8,8.2855,-9.9658,-5.235788588841022
ENST00000263574.9,ENST00000347624.3,8.2855,2.0289,0.584916539337504
ENST00000263574.9,ENST00000333039.2,8.2855,7.2566,0.7522210827441033
ENST00000263574.9,ENST00000231423.7,8.2855,-3.0469,0.934662199510418
ENST00000263574.9,ENST00000344956.8,8.2855,2.8482,0.7301780263122348
ENST00000263574.9,ENST00000311161.11,8.2855,1.9111,0.6227515641293013
ENST00000263574.9,ENST00000338663.11,8.2855,7.5872,0.818200277505161
ENST00000263574.9,ENST00000305366.7,8.2855,8.9156,0.7910494024122308
ENST00000263574.9,ENST00000377507.7,8.2855,-1.3183,-3.5774762550881958
ENST00000395748.7,ENST00000331581.10,6.963,2.4279,0.2786255747483534
ENST00000395748.7,ENST00000355354.11,6.963,5.9301,0.7263949297874984
ENST00000395748.7,ENST00000264012.8,6.963,-0.1828,-0.14330511132016305
ENST00000395748.7,ENST00000221992.10,6.963,3.8085,0.5339857093351376
ENST00000395748.7,ENST00000199764.6,6.963,8.5331,0.7962221946066856
ENST00000395748.7,ENST00000295854.10,6.963,-0.3022,-0.1200969677701387
ENST00000395748.7,ENST00000292174.4,6.963,3.4384,0.6607307070958122
ENST00000395748.7,ENST00000260795.6,6.963,6.7372,0.39201731836016784
ENST00000395748.7,ENST00000264832.7,6.963,9.228,0.7849279299098049
ENST00000395748.7,ENST00000261023.7,6.963,5.2235,0.6953394931444742
ENST00000395748.7,ENST00000361699.8,6.963,-9.9658,-5.235788588841022
ENST00000395748.7,ENST00000347624.3,6.963,2.0289,0.4446253262085249
ENST00000395748.7,ENST00000333039.2,6.963,7.2566,0.3447832892535219
ENST00000395748.7,ENST00000231423.7,6.963,-3.0469,0.8652914129489251
ENST00000395748.7,ENST00000344956.8,6.963,2.8482,0.6562197092084006
ENST00000395748.7,ENST00000311161.11,6.963,1.9111,0.2579509906152242
ENST00000395748.7,ENST00000338663.11,6.963,7.5872,0.7611950733520549
ENST00000395748.7,ENST00000305366.7,6.963,8.9156,0.7304958369578726
ENST00000395748.7,ENST00000377507.7,6.963,-1.3183,-3.5774762550881958
ENST00000269299.7,ENST00000331581.10,8.4602,2.4279,0.6655465157410683
ENST00000269299.7,ENST00000355354.11,8.4602,5.9301,0.2549235243897145
ENST00000269299.7,ENST00000264012.8,8.4602,-0.1828,-0.5758858576356225
ENST00000269299.7,ENST00000221992.10,8.4602,3.8085,0.004863813229571984
ENST00000269299.7,ENST00000199764.6,8.4602,8.5331,0.04915767598160594
ENST00000269299.7,ENST00000295854.10,8.4602,-0.3022,-0.3962564082184159
ENST00000269299.7,ENST00000292174.4,8.4602,3.4384,0.39862837548221175
ENST00000269299.7,ENST00000260795.6,8.4602,6.7372,0.3207143823569206
ENST00000269299.7,ENST00000264832.7,8.4602,9.228,0.6655465157410683
ENST00000269299.7,ENST00000261023.7,8.4602,5.2235,0.4565920923033629
ENST00000269299.7,ENST00000361699.8,8.4602,-9.9658,-5.235788588841022
ENST00000269299.7,ENST00000347624.3,8.4602,2.0289,-0.023865847187831624
ENST00000269299.7,ENST00000333039.2,8.4602,7.2566,0.2146157587548638
ENST00000269299.7,ENST00000231423.7,8.4602,-3.0469,0.9352007428369296
ENST00000269299.7,ENST00000344956.8,8.4602,2.8482,0.6573196099089607
ENST00000269299.7,ENST00000311161.11,8.4602,1.9111,0.20254465864874424
ENST00000269299.7,ENST00000338663.11,8.4602,7.5872,0.6950278563848602
ENST00000269299.7,ENST00000305366.7,8.4602,8.9156,0.5968675643398275
ENST00000269299.7,ENST00000377507.7,8.4602,-1.3183,-3.5774762550881958
ENST00000378357.8,ENST00000331581.10,4.2158,2.4279,0.14056146456664947
ENST00000378357.8,ENST00000355354.11,4.2158,5.9301,0.7298506667613686
ENST00000378357.8,ENST00000264012.8,4.2158,-0.1828,-0.4678693822469236
ENST00000378357.8,ENST00000221992.10,4.2158,3.8085,-0.038336559120691796
ENST00000378357.8,ENST00000199764.6,4.2158,8.5331,0.00532698829838237
ENST00000378357.8,ENST00000295854.10,4.2158,-0.3022,-0.7164799261324288
ENST00000378357.8,ENST00000292174.4,4.2158,3.4384,0.5617945420774396
ENST00000378357.8,ENST00000260795.6,4.2158,6.7372,0.6099174671898255
ENST00000378357.8,ENST00000264832.7,4.2158,9.228,0.30592893797609955
ENST00000378357.8,ENST00000261023.7,4.2158,5.2235,0.49054922376999205
ENST00000378357.8,ENST00000361699.8,4.2158,-9.9658,-5.235788588841022
ENST00000378357.8,ENST00000347624.3,4.2158,2.0289,-0.27561837455830385
ENST00000378357.8,ENST00000333039.2,4.2158,7.2566,0.6481675392670156
ENST00000378357.8,ENST00000231423.7,4.2158,-3.0469,0.7485839089440132
ENST00000378357.8,ENST00000344956.8,4.2158,2.8482,0.24623821487424694
ENST00000378357.8,ENST00000311161.11,4.2158,1.9111,0.5591739616811974
ENST00000378357.8,ENST00000338663.11,4.2158,7.5872,0.5862687749798996
ENST00000378357.8,ENST00000305366.7,4.2158,8.9156,0.31669872642240476
ENST00000378357.8,ENST00000377507.7,4.2158,-1.3183,-3.5774762550881958
ENST00000331581.10,ENST00000222374.2,2.4279,7.1389,0.21979064084327246
ENST00000331581.10,ENST00000359558.6,2.4279,0.03,-0.8595396633985215
ENST00000331581.10,ENST00000292301.4,2.4279,-2.3884,0.6727534705866053
ENST00000331581.10,ENST00000292303.4,2.4279,2.6161,0.20285959710715173
ENST00000331581.10,ENST00000246657.2,2.4279,3.3032,0.18232382507526665
ENST00000331581.10,ENST00000326306.4,2.4279,-2.0529,-4.6163705869125256
ENST00000331581.10,ENST00000357392.4,2.4279,1.5013,-0.046135941699686885
ENST00000331581.10,ENST00000359156.8,2.4279,5.7214,0.27529164011194546
ENST00000331581.10,ENST00000369477.1,2.4279,0.03,-0.55589024332847
ENST00000331581.10,ENST00000301573.13,2.4279,1.8323,0.15830066609299803
ENST00000331581.10,ENST00000372276.7,2.4279,3.4765,0.12025825043642105
ENST00000331581.10,ENST00000263398.10,2.4279,6.9255,0.3748571728766368
ENST00000331581.10,ENST00000368045.3,2.4279,1.5709,0.012192080689406743
ENST00000331581.10,ENST00000347785.7,2.4279,3.3633,0.16764110947934271
ENST00000331581.10,ENST00000257857.8,2.4279,8.4384,0.6465518200117887
ENST00000331581.10,ENST00000009530.11,2.4279,9.0717,0.4940009421153259
ENST00000331581.10,ENST00000006750.7,2.4279,4.1219,0.15787393336278452
ENST00000331581.10,ENST00000311224.8,2.4279,-9.9658,0.6727534705866053
ENST00000331581.10,ENST00000381180.7,2.4279,0.1903,-0.40729862284906754
ENST00000331581.10,ENST00000261769.9,2.4279,5.4132,0.6310496642594705
ENST00000331581.10,ENST00000336803.1,2.4279,1.3167,0.08246305845647181
ENST00000331581.10,ENST00000445369.2,2.4279,4.9946,0.22849067582920002
ENST00000331581.10,ENST00000304361.8,2.4279,3.1939,0.20285959710715173
ENST00000331581.10,ENST00000342213.2,2.4279,7.0267,0.3356725615217014
ENST00000331581.10,ENST00000337392.9,2.4279,4.8535,0.6337665216547977
ENST00000331581.10,ENST00000367057.7,2.4279,-0.0425,-0.24032795285677686
ENST00000331581.10,ENST00000296145.5,2.4279,-1.0559,-1.620224029461409
ENST00000331581.10,ENST00000381566.5,2.4279,0.6239,-0.38574080744825284
ENST00000331581.10,ENST00000308508.5,2.4279,5.2713,0.23073512704702262
ENST00000331581.10,ENST00000264723.8,2.4279,-5.5735,0.6727534705866053
ENST00000331581.10,ENST00000373691.4,2.4279,-0.7346,-2.761450857602039
ENST00000331581.10,ENST00000241393.3,2.4279,7.7272,0.41747656969499974
ENST00000331581.10,ENST00000268793.4,2.4279,-0.394,-0.5369780265454847
ENST00000331581.10,ENST00000334286.7,2.4279,6.3576,0.46182458047810476
ENST00000331581.10,ENST00000359751.8,2.4279,-3.3076,0.6727534705866053
ENST00000331581.10,ENST00000344849.4,2.4279,5.6619,0.38062374708337443
ENST00000331581.10,ENST00000357639.7,2.4279,1.6327,0.10210867577378147
ENST00000331581.10,ENST00000244869.2,2.4279,3.3206,0.12322314278589042
ENST00000331581.10,ENST00000334047.11,2.4279,6.9765,0.24391804589921862
ENST00000331581.10,ENST00000369168.4,2.4279,3.0199,0.20285959710715173
ENST00000331581.10,ENST00000336553.10,2.4279,-1.6394,-0.971617680053848
ENST00000331581.10,ENST00000292408.8,2.4279,6.7757,0.6036827503671871
ENST00000331581.10,ENST00000282397.8,2.4279,4.812,0.3631404571466818
ENST00000331581.10,ENST00000241453.11,2.4279,3.4464,0.10929335655635732
ENST00000331581.10,ENST00000229030.4,2.4279,0.679,-0.08338341346153846
ENST00000331581.10,ENST00000286201.2,2.4279,5.579,0.23073512704702262
ENST00000331581.10,ENST00000355422.10,2.4279,-1.9379,-4.357769282662469
ENST00000331581.10,ENST00000382487.4,2.4279,-3.1714,0.6727534705866053
ENST00000331581.10,ENST00000228887.5,2.4279,-1.2828,-2.198515476942514
ENST00000331581.10,ENST00000339252.7,2.4279,-0.5543,-395.92857142857144
ENST00000331581.10,ENST00000376802.2,2.4279,2.0844,-0.09639534568336543
ENST00000331581.10,ENST00000374982.5,2.4279,3.9108,0.183102884535454
ENST00000331581.10,ENST00000360004.5,2.4279,10.1602,0.4940009421153259
ENST00000331581.10,ENST00000268035.10,2.4279,3.0688,0.23073512704702262
ENST00000331581.10,ENST00000256876.10,2.4279,0.2998,-0.3963811687771897
ENST00000331581.10,ENST00000303115.7,2.4279,6.8912,0.24245205545625817
ENST00000331581.10,ENST00000369304.7,2.4279,3.0305,0.23073512704702262
ENST00000331581.10,ENST00000262407.5,2.4279,4.3017,0.20285959710715173
ENST00000331581.10,ENST00000263087.8,2.4279,2.5288,0.17439055538212675
ENST00000331581.10,ENST00000302278.7,2.4279,8.4338,0.6337665216547977
ENST00000331581.10,ENST00000296181.8,2.4279,6.086,0.551237409112134
ENST00000331581.10,ENST00000222573.4,2.4279,4.0935,0.183102884535454
ENST00000331581.10,ENST00000263923.4,2.4279,5.6832,0.4940009421153259
ENST00000331581.10,ENST00000332556.4,2.4279,7.9342,0.6727534705866053
ENST00000331581.10,ENST00000347609.8,2.4279,-9.9658,0.6727534705866053
ENST00000331581.10,ENST00000264036.5,2.4279,7.9453,0.34526032794959677
ENST00000331581.10,ENST00000421350.1,2.4279,3.1261,0.158343717051663
ENST00000331581.10,ENST00000252229.6,2.4279,1.2636,0.03400019144251939
ENST00000331581.10,ENST00000569591.2,2.4279,6.4978,0.5080631337438521
ENST00000331581.10,ENST00000382862.7,2.4279,3.1228,0.21049138481174218
ENST00000331581.10,ENST00000296474.7,2.4279,1.6604,0.19063980714345088
ENST00000331581.10,ENST00000478191.1,2.4279,-3.458,0.6727534705866053
ENST00000331581.10,ENST00000306151.8,2.4279,-9.9658,0.6727534705866053
ENST00000331581.10,ENST00000316851.11,2.4279,6.139,0.16764110947934271
ENST00000331581.10,ENST00000263388.6,2.4279,6.1645,0.251962290792807
ENST00000331581.10,ENST00000328963.9,2.4279,4.4647,0.23073512704702262
ENST00000331581.10,ENST00000261799.8,2.4279,7.4625,0.3737471291443377
ENST00000331581.10,ENST00000221264.8,2.4279,1.4065,0.016071379090581615
ENST00000331581.10,ENST00000379440.8,2.4279,6.4281,0.4044509768216228
ENST00000331581.10,ENST00000447510.6,2.4279,2.7029,-0.02430103355593117
ENST00000331581.10,ENST00000292513.3,2.4279,4.7819,0.183102884535454
ENST00000331581.10,ENST00000245457.5,2.4279,3.3321,0.23073512704702262
ENST00000331581.10,ENST00000348564.10,2.4279,6.5905,0.3864132511051684
ENST00000331581.10,ENST00000460933.5,2.4279,4.783,0.5327385075784865
ENST00000331581.10,ENST00000368055.1,2.4279,-1.685,0.6727534705866053
ENST00000331581.10,ENST00000359331.8,2.4279,1.8078,-0.0328909085871041
ENST00000331581.10,ENST00000400906.1,2.4279,-3.816,0.6727534705866053
ENST00000331581.10,ENST00000269187.9,2.4279,4.839,0.38309768200666167
ENST00000331581.10,ENST00000280612.9,2.4279,3.3675,0.16764110947934271
ENST00000331581.10,ENST00000336904.7,2.4279,5.8748,0.1623486380891684
ENST00000331581.10,ENST00000256637.7,2.4279,5.9821,0.2871617610195655
ENST00000331581.10,ENST00000287908.7,2.4279,3.0602,0.1582445890930837
ENST00000331581.10,ENST00000360110.8,2.4279,5.5717,0.44260752688172045
ENST00000331581.10,ENST00000284240.9,2.4279,8.0469,0.29488209703787854
ENST00000331581.10,ENST00000383671.7,2.4279,2.0147,0.031145224306575407
ENST00000331581.10,ENST00000272771.9,2.4279,4.5748,0.1623486380891684
ENST00000331581.10,ENST00000276431.8,2.4279,5.2064,0.5822549807420544
ENST00000331581.10,ENST00000326577.8,2.4279,7.2524,0.5602261076782398
ENST00000331581.10,ENST00000328596.10,2.4279,-0.7108,-0.8051178697935752
ENST00000331581.10,ENST00000379236.3,2.4279,4.1036,0.21701903627144004
ENST00000331581.10,ENST00000293825.10,2.4279,5.8543,0.49580151462340377
ENST00000331581.10,ENST00000367351.3,2.4279,3.0038,0.23073512704702262
ENST00000331581.10,ENST00000302273.2,2.4279,-9.9658,0.6727534705866053
ENST00000331581.10,ENST00000328189.7,2.4279,2.1862,-0.02430103355593117
ENST00000222374.2,ENST00000355354.11,7.1389,5.9301,0.8146648672964464
ENST00000222374.2,ENST00000264012.8,7.1389,-0.1828,-0.14330511132016305
ENST00000222374.2,ENST00000221992.10,7.1389,3.8085,0.30623335886493785
ENST00000222374.2,ENST00000199764.6,7.1389,8.5331,0.3288835394098552
ENST00000222374.2,ENST00000295854.10,7.1389,-0.3022,-0.1200969677701387
ENST00000222374.2,ENST00000292174.4,7.1389,3.4384,0.6246606658094014
ENST00000222374.2,ENST00000260795.6,7.1389,6.7372,0.7914432651274758
ENST00000222374.2,ENST00000264832.7,7.1389,9.228,0.4693785807883234
ENST00000222374.2,ENST00000261023.7,7.1389,5.2235,0.6228288229132467
ENST00000222374.2,ENST00000361699.8,7.1389,-9.9658,-5.235788588841022
ENST00000222374.2,ENST00000347624.3,7.1389,2.0289,0.2505015136594084
ENST00000222374.2,ENST00000333039.2,7.1389,7.2566,0.7523191207401735
ENST00000222374.2,ENST00000231423.7,7.1389,-3.0469,0.8679408153092364
ENST00000222374.2,ENST00000344956.8,7.1389,2.8482,0.40178234915077027
ENST00000222374.2,ENST00000311161.11,7.1389,1.9111,0.6227515641293013
ENST00000222374.2,ENST00000338663.11,7.1389,7.5872,0.7283934792994559
ENST00000222374.2,ENST00000305366.7,7.1389,8.9156,0.5553874064417318
ENST00000222374.2,ENST00000377507.7,7.1389,-1.3183,-3.5774762550881958
ENST00000359558.6,ENST00000355354.11,0.03,5.9301,0.015729041052797148
ENST00000359558.6,ENST00000264012.8,0.03,-0.1828,-0.8758231420507996
ENST00000359558.6,ENST00000221992.10,0.03,3.8085,-0.8595396633985215
ENST00000359558.6,ENST00000199764.6,0.03,8.5331,-0.6851871353651088
ENST00000359558.6,ENST00000295854.10,0.03,-0.3022,-3.9604975559353015
ENST00000359558.6,ENST00000292174.4,0.03,3.4384,0.015729041052797148
ENST00000359558.6,ENST00000260795.6,0.03,6.7372,0.015729041052797148
ENST00000359558.6,ENST00000264832.7,0.03,9.228,0.015729041052797148
ENST00000359558.6,ENST00000261023.7,0.03,5.2235,0.015729041052797148
ENST00000359558.6,ENST00000361699.8,0.03,-9.9658,-5.235788588841022
ENST00000359558.6,ENST00000347624.3,0.03,2.0289,-1.237754778447257
ENST00000359558.6,ENST00000333039.2,0.03,7.2566,-0.24231661898850324
ENST00000359558.6,ENST00000231423.7,0.03,-3.0469,0.015729041052797148
ENST00000359558.6,ENST00000344956.8,0.03,2.8482,-0.36035233051958265
ENST00000359558.6,ENST00000311161.11,0.03,1.9111,-0.8595396633985215
ENST00000359558.6,ENST00000338663.11,0.03,7.5872,0.015729041052797148
ENST00000359558.6,ENST00000305366.7,0.03,8.9156,0.015729041052797148
ENST00000359558.6,ENST00000377507.7,0.03,-1.3183,-5.225082577465527
ENST00000292301.4,ENST00000355354.11,-2.3884,5.9301,0.8581040994399989
ENST00000292301.4,ENST00000264012.8,-2.3884,-0.1828,-0.14330511132016305
ENST00000292301.4,ENST00000221992.10,-2.3884,3.8085,0.6284757174210795
ENST00000292301.4,ENST00000199764.6,-2.3884,8.5331,0.898618336527728
ENST00000292301.4,ENST00000295854.10,-2.3884,-0.3022,-0.1200969677701387
ENST00000292301.4,ENST00000292174.4,-2.3884,3.4384,0.8187836357574892
ENST00000292301.4,ENST00000260795.6,-2.3884,6.7372,0.9115410634555541
ENST00000292301.4,ENST00000264832.7,-2.3884,9.228,0.8826314430278046
ENST00000292301.4,ENST00000261023.7,-2.3884,5.2235,0.8166439973109453
ENST00000292301.4,ENST00000361699.8,-2.3884,-9.9658,-5.235788588841022
ENST00000292301.4,ENST00000347624.3,-2.3884,2.0289,0.584916539337504
ENST00000292301.4,ENST00000333039.2,-2.3884,7.2566,0.7833540238570734
ENST00000292301.4,ENST00000231423.7,-2.3884,-3.0469,4.041445314084108
ENST00000292301.4,ENST00000344956.8,-2.3884,2.8482,0.7694302617716183
ENST00000292301.4,ENST00000311161.11,-2.3884,1.9111,0.6227515641293013
ENST00000292301.4,ENST00000338663.11,-2.3884,7.5872,0.8840932660599634
ENST00000292301.4,ENST00000305366.7,-2.3884,8.9156,0.8127922983654083
ENST00000292301.4,ENST00000377507.7,-2.3884,-1.3183,-3.5774762550881958
ENST00000292303.4,ENST00000355354.11,2.6161,5.9301,0.6206546891656484
ENST00000292303.4,ENST00000264012.8,2.6161,-0.1828,-0.14330511132016305
ENST00000292303.4,ENST00000221992.10,2.6161,3.8085,0.44122840310896216
ENST00000292303.4,ENST00000199764.6,2.6161,8.5331,0.6542471594602325
ENST00000292303.4,ENST00000295854.10,2.6161,-0.3022,-0.21189842228669079
ENST00000292303.4,ENST00000292174.4,2.6161,3.4384,0.5346478068295472
ENST00000292303.4,ENST00000260795.6,2.6161,6.7372,0.3494520362603167
ENST00000292303.4,ENST00000264832.7,2.6161,9.228,0.6542471594602325
ENST00000292303.4,ENST00000261023.7,2.6161,5.2235,0.603780452926341
ENST00000292303.4,ENST00000361699.8,2.6161,-9.9658,-5.235788588841022
ENST00000292303.4,ENST00000347624.3,2.6161,2.0289,0.29673941245999946
ENST00000292303.4,ENST00000333039.2,2.6161,7.2566,0.2033788524855616
ENST00000292303.4,ENST00000231423.7,2.6161,-3.0469,0.6801955227373183
ENST00000292303.4,ENST00000344956.8,2.6161,2.8482,0.5757624875057406
ENST00000292303.4,ENST00000311161.11,2.6161,1.9111,0.24696949947862357
ENST00000292303.4,ENST00000338663.11,2.6161,7.5872,0.6696653753152545
ENST00000292303.4,ENST00000305366.7,2.6161,8.9156,0.6421401938171775
ENST00000292303.4,ENST00000377507.7,2.6161,-1.3183,-3.5774762550881958
ENST00000246657.2,ENST00000355354.11,3.3032,5.9301,0.5203602592233505
ENST00000246657.2,ENST00000264012.8,3.3032,-0.1828,-0.14330511132016305
ENST00000246657.2,ENST00000221992.10,3.3032,3.8085,0.41419605041588003
ENST00000246657.2,ENST00000199764.6,3.3032,8.5331,0.5774608358422209
ENST00000246657.2,ENST00000295854.10,3.3032,-0.3022,-0.1200969677701387
ENST00000246657.2,ENST00000292174.4,3.3032,3.4384,0.6372338905557937
ENST00000246657.2,ENST00000260795.6,3.3032,6.7372,0.3577459071844135
ENST00000246657.2,ENST00000264832.7,3.3032,9.228,0.5797571056794408
ENST00000246657.2,ENST00000261023.7,3.3032,5.2235,0.5383893813610994
ENST00000246657.2,ENST00000361699.8,3.3032,-9.9658,-5.235788588841022
ENST00000246657.2,ENST00000347624.3,3.3032,2.0289,0.26440271470122984
ENST00000246657.2,ENST00000333039.2,3.3032,7.2566,0.23256110629177937
ENST00000246657.2,ENST00000231423.7,3.3032,-3.0469,0.8427820584783385
ENST00000246657.2,ENST00000344956.8,3.3032,2.8482,0.4836709700464357
ENST00000246657.2,ENST00000311161.11,3.3032,1.9111,0.14833159541188737
ENST00000246657.2,ENST00000338663.11,3.3032,7.5872,0.7153660611286545
ENST00000246657.2,ENST00000305366.7,3.3032,8.9156,0.5797571056794408
ENST00000246657.2,ENST00000377507.7,3.3032,-1.3183,-3.5774762550881958
ENST00000326306.4,ENST00000355354.11,-2.0529,5.9301,-4.6163705869125256
ENST00000326306.4,ENST00000264012.8,-2.0529,-0.1828,-5.205082077805263
ENST00000326306.4,ENST00000221992.10,-2.0529,3.8085,-4.6163705869125256
ENST00000326306.4,ENST00000199764.6,-2.0529,8.5331,-4.6163705869125256
ENST00000326306.4,ENST00000295854.10,-2.0529,-0.3022,-4.6163705869125256
ENST00000326306.4,ENST00000292174.4,-2.0529,3.4384,-4.6163705869125256
ENST00000326306.4,ENST00000260795.6,-2.0529,6.7372,-4.6163705869125256
ENST00000326306.4,ENST00000264832.7,-2.0529,9.228,-4.6163705869125256
ENST00000326306.4,ENST00000261023.7,-2.0529,5.2235,-4.6163705869125256
ENST00000326306.4,ENST00000361699.8,-2.0529,-9.9658,-5.235788588841022
ENST00000326306.4,ENST00000347624.3,-2.0529,2.0289,-4.6163705869125256
ENST00000326306.4,ENST00000333039.2,-2.0529,7.2566,-4.6163705869125256
ENST00000326306.4,ENST00000231423.7,-2.0529,-3.0469,-4.6163705869125256
ENST00000326306.4,ENST00000344956.8,-2.0529,2.8482,-4.6163705869125256
ENST00000326306.4,ENST00000311161.11,-2.0529,1.9111,-4.6163705869125256
ENST00000326306.4,ENST00000338663.11,-2.0529,7.5872,-4.6163705869125256
ENST00000326306.4,ENST00000305366.7,-2.0529,8.9156,-4.6163705869125256
ENST00000326306.4,ENST00000377507.7,-2.0529,-1.3183,-7.131549359118508
ENST00000357392.4,ENST00000355354.11,1.5013,5.9301,0.47654796487906775
ENST00000357392.4,ENST00000264012.8,1.5013,-0.1828,-0.5758858576356225
ENST00000357392.4,ENST00000221992.10,1.5013,3.8085,0.26108953226490844
ENST00000357392.4,ENST00000199764.6,1.5013,8.5331,0.4811916847448346
ENST00000357392.4,ENST00000295854.10,1.5013,-0.3022,-0.49303130202043277
ENST00000357392.4,ENST00000292174.4,1.5013,3.4384,0.44465841955805074
ENST00000357392.4,ENST00000260795.6,1.5013,6.7372,0.24900554728724125
ENST00000357392.4,ENST00000264832.7,1.5013,9.228,0.49002839703626333
ENST00000357392.4,ENST00000261023.7,1.5013,5.2235,0.44100270914254003
ENST00000357392.4,ENST00000361699.8,1.5013,-9.9658,-5.235788588841022
